"IBCIG","IBEMAN8","IBSRLNMBR","IBSTSUDT","IBACTIND","IBSTMBDT","IBSTMEDT","IBUSER","IBPID","IBVID","IBMKEY","IBUDTTM","IBEDATE","IBENTDBY"
1,34542,1,," ",12-OCT-04,31-DEC-15,"          ","          ","          ","DENPS7         ",,12-OCT-04,6946884
