FECHA_2;HORA;POZO;OPERACIÓN (DRILLING, TRIPPING, BACK REAMING);Profundidad (ft);"VOLTAJE DE SALIDA DRAWORKS 
VAC ";CORRIENTE DE SALIDA DRAWORK Aac;"VOLTAJE DE SALIDA TOP DRIVE 
VAC";CORRIENTE DE SALIDA TOP DRIVE Aac;PRESION STAND-PIPE;"SPM
MP2 NOV    FL-1000";VOLTAJE DE SALIDA Motor MP2 Vac;CORRIENTE DE SALIDA Motor MP2 Aac;"SPM
MP1 NOV    FL-1000";VOLTAJE DE SALIDA Motor  MP1 Vac;CORRIENTE DE SALIDA Motor MP1 Aac;Corriente  HPU1 Aac;Corriente  HPU2 Aac;% Carga VFD;POTENCIA MTU(1) GEN 1  kW;CORRIENTE Gen 1 Aac;% INYECCION MTU-1;POTENCIA MTU(2) GEN 2 KW;CORRIENTE Gen 2 Aac;% INYECCION MTU-2;POTENCIA MTU(3) GEN 3 KW;CORRIENTE Gen 3 Aac;% INYECCION MTU-3;"CONSUMO DIESEL
GLS x 24 H";"HOROMETRO
MTU 1";"CONSUMO DIESEL MTU 2
GLS x 24 H";"HOROMETRO
MTU 2";"CONSUMO DIESEL MTU 3
GLS x 24 H";"HOROMETRO
MTU 3";"HOROMETRO
QSL-9 
CAMPAMENTO";OTROS CONSUMOS;CONSUMO DIESEL TOTAL GENERADORES;CUNSUMO DIESEL  QSL-9     CAMP
23/06/2021;18:00;52H;PERFORANDO FASE 2;744;7;513;163;50;1100;77;510;433;77;510;434;0;40;33;250;280;no lectura;0;0;0;300;350;no lectura;;19682;;17350;;13632;23326;0;1104;50
23/06/2021;22:00;52H;PERFORANDO FASE 2;1040;4,5;544;151;46;1813;93;561;406;93;563;425;0;40;44;0;0;0;400;430;no lectura;380;415;no lectura;;;;;;;;;;
24/06/2021;6:00;52H;PERFORANDO FASE 2;1620;53;559;159;62;1958;93;564;432;93;562;449;0;36;49;0;0;0;420;450;no lectura;520;545;no lectura;;;;;;;;;;
24/06/2021;10:00;52H;PERFORANDO FASE 2;2200;22,5;575;171;72;2840;92;556;534;92;563;545;0;36;63;0;0;0;540;560;no lectura;630;680;no lectura;;;;;;;;;;
24/06/2021;14:00;52H;PERFORANDO FASE 2;2500;28;566;1;41;2268;84;560;526;84;562;523;0;36;48;0;0;0;470;500;no lectura;500;560;no lectura;;;;;;;;;;
24/06/2021;18:00;52H;PERFORANDO FASE 2;2950;5;579;27;70;2715;93;558;517;93;561;532;0;36;57;0;0;0;423;420;no lectura;730;733;no lectura;;19682;;17374;;13656;23350;99;1415;50
24/06/2021;22:00;52H;PERFORANDO FASE 2;3400;4;573;25;70;2715;93;555;515;93;558;529;0;36;55;0;0;0;420;418;no lectura;728;730;no lectura;;;;;;;;;;
25/06/2021;6:00;52H;PERFORANDO FASE 2;3936;5;575;32;96;2132;98;567;414;91;570;453;0;36;43;0;0;0;321;331;no lectura;539;531;no lectura;;;;;;;;;;
25/06/2021;10:00;52H;PERFORANDO FASE 2;4100;5;570;36;87;275;20;568;390;20;564;404;0;36;29;0;0;0;187;192;no lectura;274;292;no lectura;;;;;;;;;;
25/06/2021;14:00;52H;PERFORANDO FASE 2;4269;112;585;4;40;990;60;405;419;61;405;434;0;36;29;0;0;0;159;168;no lectura;425;432;no lectura;;;;;;;;;;
25/06/2021;18:00;52H;PERFORANDO FASE 2;4361;5;575;-1;40;2416;101;563;397;103;565;474;0;36;48;0;0;0;369;371;no lectura;595;591;no lectura;;19686;;17397;;13680;23374;;1816;50
25/06/2021;22:00;52H;PERFORANDO FASE 2;4505;5;578;20;95;2414;100;565;386;104;568;468;0;36;50;0;0;0;382;381;no lectura;618;619;no lectura;;;;;;;;;;
26/06/2021;6:00;52H;TRIP OUT;1417;25;540;0;0;0;0;0;0;0;0;0;0;36;12;0;0;0;133;154;no lectura;0;0;0;;;;;;;;;;
26/06/2021;10:00;52H;TRIP OUT;22;4;540;0;0;0;0;0;0;0;0;0;0;36;12;0;0;0;116;143;no lectura;0;0;0;;;;;;;;;;
26/06/2021;14:00;52H;TRIP IN;3008;4;558;-1;39;212;0;0;0;102;578;309;0;36;19;0;0;0;197;220;no lectura;0;0;0;;;;;;;;;;
26/06/2021;18:00;52H;CIRCULANDO;4347;0;0;48;83;173;0;0;0;112;579;274;0;36;17;0;0;0;163;186;no lectura;0;0;0;;19686;;17421;;13692;23398;18;680;50
26/06/2021;22:00;52H;CIRCULANDO;4400;0;0;28;75;175;0;0;0;112;580;275;0;36;18;0;0;0;168;188;no lectura;0;0;0;;;;;;;;;;
27/06/2021;6:00;52H;TRIP IN;2065;0;0;36;46;0;0;0;0;0;0;0;0;36;7;0;0;0;71;95;no lectura;0;0;0;;;;;;;;;;
27/06/2021;10:00;52H;TRIP IN;3946;4;533;6;81;0;0;0;0;0;0;0;0;36;14;0;0;0;128;152;no lectura;0;0;0;;;;;;;;;;
27/06/2021;14:00;52H;TRIP OUT;1375;197;552;0;0;0;0;0;0;0;0;0;0;36;20;0;0;0;166;192;no lectura;0;0;0;;;;;;;;;;
27/06/2021;18:00;52H;TRIP OUT;526;-4;545;53;49;0;0;0;0;0;0;0;0;36;14;0;0;0;128;155;no lectura;0;0;0;;19686;;17445;;13692;23422;;338;50
27/06/2021;22:00;52H;TRIP OUT;24;4;553;0;0;0;0;0;0;0;0;0;0;36;12;0;0;0;124;152;no lectura;0;0;0;;;;;;;;;;
28/06/2021;6:00;52H;CIRCULANDO;409;103;539;1;39;172;0;0;0;89;574;390;0;36;18;0;0;0;193;212;no lectura;0;0;0;;;;;;;;;;
28/06/2021;10:00;52H;TRIP OUT;399;4;546;0;0;0;0;0;0;0;0;0;0;36;9;0;0;0;118;130;no lectura;0;0;0;;;;;;;;;;
28/06/2021;14:00;52H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28/06/2021;18:00;52H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;19686;;17469;;13692;23446;64;664;50
28/06/2021;22:00;52H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2021;6:00;;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2021;10:00;;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2021;14:00;;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2021;18:00;;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29/06/2021;22:00;;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2021;6:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2021;10:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2021;14:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2021;18:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30/06/2021;22:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/07/2021;6:00;59H;MOVILIZACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/07/2021;10:00;59H;INICIO PERFORACION FASE 1;1;0;0;0;0;0;0;0;0;0;0;0;0;36;10;97;110;no lectura;0;0;0;0;0;0;;;;;;;;;;
1/07/2021;14:00;59H;INICIO PERFORACION FASE 1;3;4;548;4;40;0;0;0;0;0;0;0;0;36;9;0;0;0;85;104;no lectura;0;0;0;;;;;;;;;;
1/07/2021;18:00;59H;INICIO PERFORACION FASE 1;21;30;545;0;0;0;0;0;0;0;0;0;0;36;13;0;0;0;127;148;no lectura;0;0;0;;;;;;;;;;
1/07/2021;22:00;59H;INICIO PERFORACION FASE 1;55;24;552;0;0;0;0;0;0;0;0;0;0;36;13;0;0;0;125;147;no lectura;0;0;0;;;;;;;;;;
2/07/2021;6:00;59H;INICIO PERFORACION FASE 1;11;4;547;0;0;0;0;35;385;0;0;0;0;36;12;0;0;0;124;144;no lectura;0;0;0;;;;;;;;;;
2/07/2021;10:00;59H;INICIO PERFORACION FASE 1;164;4;541;25;77;0;0;0;0;0;0;0;0;36;15;0;0;0;155;182;no lectura;0;0;0;;;;;;;;;;
2/07/2021;14:00;59H;PARADA DE EQUIPO POR GENERADOR ;169;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;151;178;no lectura;0;0;0;;;;;;;;;;
2/07/2021;18:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2/07/2021;22:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/07/2021;6:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/07/2021;10:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/07/2021;14:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/07/2021;18:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3/07/2021;22:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/07/2021;6:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/07/2021;10:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/07/2021;14:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/07/2021;18:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4/07/2021;22:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/07/2021;6:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/07/2021;10:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/07/2021;14:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/07/2021;18:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5/07/2021;22:00;59H;PARADA DE EQUIPO POR GENERADOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6/07/2021;6:00;59H;PERFORANDO SEGUNDA FASE;654;23;554;116;47;475;101;573;304;0;0;0;0;36;12;265;294;no lectura;0;0;0;0;0;0;;;;;;;;;;
6/07/2021;10:00;59H;PERFORANDO SEGUNDA FASE;896;52;549;151;56;1531;89;565;429;88;562;450;0;36;33;429;421;no lectura;254;269;no lectura;0;0;0;;;;;;;;;;
6/07/2021;14:00;59H;PERFORANDO SEGUNDA FASE;1209;123;536;127;66;1821;93;567;436;93;563;419;0;36;37;427;423;no lectura;343;345;no lectura;0;0;0;;;;;;;;;;
6/07/2021;18:00;59H;PERFORANDO SEGUNDA FASE;1411;223;570;4;40;1609;85;563;465;84;562;478;0;36;33;364;361;no lectura;302;306;no lectura;0;0;0;;14479;;17586;;13756;23638;36;896;50
6/07/2021;22:00;59H;PERFORANDO SEGUNDA FASE;1864;4;556;1;41;1884;94;567;437;93;564;422;0;36;38;367;366;no lectura;317;316;no lectura;0;0;0;;;;;;;;;;
9/05/2022;6:00;100D;BAJANDO BHA DE ACONDICIONAMIENTO;4;572;544;0;0;0;0;0;0;0;0;0;0;38;19;0;0;0;0;0;0;178;222;18%;;;;;;;;;;
9/05/2022;10:00;100D;BAJANDO BHA DE ACONDICIONAMIENTO;3169;573;488;0;0;0;0;0;0;0;0;0;0;38;18;0;0;0;0;0;0;198;260;29%;;;;;;;;;;
9/05/2022;14:00;100D;BAJANDO BHA DE ACONDICIONAMIENTO;4685;574;559;570;39;728;0;0;0;123;573;258;0;37;40;0;0;0;0;0;0;365;417;39%;;;;;;;;;;
9/05/2022;18:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;4459;571;578;0;0;0;0;0;0;0;0;0;0;37;19;0;0;0;0;0;0;152;200;23%;;;;;;;;;;
9/05/2022;22:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;497;572;542;0;0;0;0;0;0;0;0;0;0;38;18;0;0;0;0;0;0;177;208;17%;;17911;;29349;;17815;9010;;440;100
10/05/2022;6:00;100D;BAJANDO BHA DE ACONDICIONAMIENTO;3552;575;557;0;0;0;0;0;0;0;0;0;0;36;15;0;0;0;0;0;0;158;209;20%;;;;;;;;;;
10/05/2022;10:00;100D;BAJANDO BHA DE ACONDICIONAMIENTO;5264;575;542;0;0;0;0;0;0;0;0;0;0;36;8;0;0;0;94;163;12%;41;49;12%;;;;;;;;;;
10/05/2022;14:00;100D;REACONDICIONANDO POZO;5346;575;581;578;130;503;0;0;0;35;577;415;0;38;15;0;0;0;172;235;25%;131;163;23%;;;;;;;;;;
10/05/2022;18:00;100D;REACONDICIONANDO POZO;5659;573;574;574;114;0;0;0;0;0;577;433;0;36;21;243;260;28%;0;0;0%;215;275;23%;;;;;;;;;;
10/05/2022;22:00;100D;REACONDICIONANDO POZO;5870;574;575;573;112;512;0;0;0;38;577;436;0;36;22;241;261;27%;0;0;0;216;274;22%;;17912;;29356;;178663;9050;;895;100
10/07/2021;6:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;4036;573;575;572;81;893;0;0;0;58;574;431;0;36;32;0;0;0;0;0;0;339;398;38%;;;;;;;;;;
10/07/2021;10:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;2169;574;602;0;0;0;0;0;0;0;0;0;0;38;22;0;0;0;0;0;0;229;288;25%;;;;;;;;;;
10/07/2021;14:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;380;573;543;0;0;0;0;0;0;0;0;0;0;36;17;0;0;0;0;0;0;176;250;21%;;;;;;;;;;
10/07/2021;18:00;100D;SACANDO BHA DE ACONDICIONAMIENTO;380;571;536;0;0;0;0;0;0;0;0;0;0;36;17;0;0;0;0;0;0;156;212;20%;;;;;;;;;;
10/07/2021;22:00;100D;BAJANDO LINER RANURADO;1600;573;574;0;0;0;0;0;0;0;0;0;0;38;21;0;0;0;0;0;0;215;275;23%;;17923;;29367;;17556;13157;29;697;100
11/07/2021;6:00;100D;BAJANDO LINER RANURADO;6146;574;529;0;0;0;0;0;0;0;0;0;0;36;9;123;167;19%;0;0;0;0;0;0;;;;;;;;;;
11/07/2021;10:00;100D;SACANDO TUBERIA;4012;573;538;0;0;0;0;0;0;0;0;0;0;36;15;184;221;28%;0;0;0;0;0;0;;;;;;;;;;
11/07/2021;14:00;100D;SACANDO TUBERIA;2331;574;545;0;0;0;0;0;0;0;0;0;0;36;18;209;242;30%;0;0;0;0;0;0;;;;;;;;;;
11/07/2021;18:00;100D;SACANDO TUBERIA;1521;0;0;0;0;0;0;0;0;0;0;0;0;36;13;130;172;19%;0;0;0;0;0;0;;;;;;;;;;
11/07/2021;22:00;100D;ARMANDO EQUIPO BES;1521;573;524;0;0;0;0;0;0;0;0;0;0;36;12;128;169;18%;0;0;0;0;0;0;;17937;;29367;;17901;13181;;605;100
